run_id,implementation,platform,security,benchmark,duration_s,total_cams,throughput_cams_s,latency_mean_us,latency_std_us,latency_p50_us,latency_p95_us,latency_p99_us,latency_min_us,latency_max_us,sign_latency_mean_us
21,rust,laptop,on,rx,60.000,189084,3151.4,357.00,173.17,351.06,392.16,438.22,319.24,19308.33,0.00
22,rust,laptop,on,rx,60.000,188279,3138.0,373.53,414.30,350.46,394.34,517.08,319.20,26691.66,0.00
23,rust,laptop,on,rx,60.000,189771,3162.8,352.84,26.44,350.08,389.61,423.40,319.19,2280.71,0.00
24,rust,laptop,on,rx,60.000,190784,3179.7,353.26,212.51,346.96,381.07,419.26,318.85,16616.50,0.00
25,rust,laptop,on,rx,60.000,185744,3095.7,374.88,422.32,359.92,404.34,505.48,319.15,32228.18,0.00
26,rust,laptop,on,rx,60.000,190401,3173.3,349.96,28.04,347.32,382.90,435.79,319.49,2598.34,0.00
27,rust,laptop,on,rx,60.000,190312,3171.9,354.52,215.88,348.03,383.90,446.19,319.01,21414.31,0.00
28,rust,laptop,on,rx,60.000,187963,3132.7,382.21,665.16,351.19,397.34,516.03,319.11,40287.04,0.00
29,rust,laptop,on,rx,60.000,189912,3165.2,353.30,113.82,349.74,384.66,424.83,318.99,14175.14,0.00
30,rust,laptop,on,rx,60.000,187124,3118.7,363.94,162.38,354.57,400.78,495.70,319.76,12440.33,0.00
1,rust,laptop,on,security-verify,60.000,195369,3256.1,307.04,15.02,305.11,312.18,332.30,301.99,810.83,307.04
2,rust,laptop,on,security-verify,60.000,193234,3220.6,310.42,21.83,306.05,321.79,442.23,302.65,1277.94,310.42
3,rust,laptop,on,security-verify,60.000,195099,3251.6,307.46,19.41,305.18,312.36,342.45,302.01,1026.00,307.46
4,rust,laptop,on,security-verify,60.000,195774,3262.9,306.40,11.64,304.83,311.51,325.04,301.88,865.80,306.40
5,rust,laptop,on,security-verify,60.000,195506,3258.4,306.82,18.44,304.84,311.41,329.84,301.84,900.60,306.82
6,rust,laptop,on,security-verify,60.000,195439,3257.3,306.93,16.16,304.86,312.09,335.95,301.85,899.55,306.93
7,rust,laptop,on,security-verify,60.000,196104,3268.4,305.89,7.46,304.84,311.28,316.97,301.95,892.25,305.89
8,rust,laptop,on,security-verify,60.000,195872,3264.5,306.25,11.35,304.88,311.64,319.22,301.72,671.26,306.25
9,rust,laptop,on,security-verify,60.000,194798,3246.6,307.93,19.59,304.96,312.71,446.78,301.94,1028.26,307.93
10,rust,laptop,on,security-verify,60.000,195790,3263.2,306.38,12.60,304.81,311.40,325.87,301.82,1037.02,306.38
11,rust,laptop,on,security-verify,60.000,195411,3256.8,306.97,18.38,304.99,311.93,327.04,301.94,2052.48,306.97
12,rust,laptop,on,security-verify,60.000,195531,3258.8,306.78,17.68,304.89,311.57,326.09,301.84,903.40,306.78
13,rust,laptop,on,security-verify,60.000,196077,3267.9,305.93,8.96,304.62,311.69,321.35,301.63,619.88,305.93
14,rust,laptop,on,security-verify,60.000,195734,3262.2,306.46,12.34,304.92,311.95,323.88,301.91,944.43,306.46
15,rust,laptop,on,security-verify,60.000,195585,3259.7,306.70,12.37,305.12,312.53,323.44,302.09,1046.75,306.70
16,rust,laptop,on,security-verify,60.000,196199,3270.0,305.74,6.36,304.85,310.91,316.40,301.90,904.39,305.74
17,rust,laptop,on,security-verify,60.000,195934,3265.6,306.15,7.98,304.94,311.97,321.43,301.77,859.76,306.15
18,rust,laptop,on,security-verify,60.000,195109,3251.8,307.44,17.49,304.86,312.87,377.65,301.70,1156.90,307.44
19,rust,laptop,on,security-verify,60.000,194809,3246.8,307.92,23.80,304.68,311.98,441.44,301.60,1002.86,307.92
20,rust,laptop,on,security-verify,60.000,195448,3257.5,306.91,18.00,304.92,311.63,330.27,301.90,870.03,306.91
21,rust,laptop,on,security-verify,60.000,195303,3255.0,307.13,43.33,304.75,311.56,337.64,301.81,16593.63,307.13
22,rust,laptop,on,security-verify,60.000,196187,3269.8,305.76,5.92,304.77,311.69,317.34,301.51,821.30,305.76
23,rust,laptop,on,security-verify,60.000,194389,3239.8,308.58,23.02,304.81,314.06,459.03,301.63,2626.91,308.58
24,rust,laptop,on,security-verify,60.000,195777,3262.9,306.40,10.73,305.00,311.87,325.51,301.94,1022.47,306.40
25,rust,laptop,on,security-verify,60.000,195509,3258.5,306.82,15.83,305.00,311.70,328.89,301.93,1669.51,306.82
26,rust,laptop,on,security-verify,60.000,195589,3259.8,306.69,17.99,304.88,310.80,323.43,301.92,986.09,306.69
27,rust,laptop,on,security-verify,60.000,194656,3244.3,308.16,46.85,304.74,312.60,458.11,301.63,18381.02,308.16
28,rust,laptop,on,security-verify,60.000,195204,3253.4,307.30,19.39,305.18,311.86,330.26,302.30,907.68,307.30
29,rust,laptop,on,security-verify,60.000,195986,3266.4,306.07,9.46,304.89,311.49,319.75,301.73,1049.99,306.07
30,rust,laptop,on,security-verify,60.000,195531,3258.8,306.78,16.47,304.81,312.13,328.43,301.77,1056.66,306.78
1,rust,rpi5,on,rx,60.000,88073,1467.9,697.41,3.86,696.60,702.08,706.35,693.26,991.91,0.00
2,rust,rpi5,on,rx,60.001,88069,1467.8,696.47,2.10,695.80,699.58,703.37,693.32,775.87,0.00
3,rust,rpi5,on,rx,60.000,88078,1468.0,695.93,2.13,695.22,699.32,702.69,693.32,773.87,0.00
4,rust,rpi5,on,rx,60.000,88068,1467.8,696.77,2.22,696.10,699.85,704.26,693.30,782.50,0.00
5,rust,rpi5,on,rx,60.001,88077,1467.9,697.51,3.70,696.80,702.15,706.26,693.45,966.21,0.00
6,rust,rpi5,on,rx,60.000,88078,1468.0,695.83,2.22,695.15,698.80,702.85,693.10,766.67,0.00
7,rust,rpi5,on,rx,60.000,88076,1467.9,697.27,5.34,696.13,702.78,707.74,693.41,1042.76,0.00
8,rust,rpi5,on,rx,60.001,88075,1467.9,696.77,2.00,696.11,699.85,703.69,693.52,749.47,0.00
9,rust,rpi5,on,rx,60.000,88074,1467.9,696.87,2.10,696.21,699.89,703.63,693.37,753.74,0.00
10,rust,rpi5,on,rx,60.000,88074,1467.9,696.89,2.16,696.22,700.04,704.22,693.70,750.70,0.00
11,rust,rpi5,on,rx,60.000,88079,1468.0,696.39,2.89,695.74,699.50,703.39,693.28,1225.24,0.00
12,rust,rpi5,on,rx,60.000,88079,1468.0,696.64,1.98,695.98,699.71,703.46,693.76,774.87,0.00
13,rust,rpi5,on,rx,60.000,88079,1468.0,697.38,4.35,696.58,701.95,705.82,693.24,966.87,0.00
14,rust,rpi5,on,rx,60.000,88080,1468.0,696.16,3.30,695.30,700.48,704.93,692.98,1032.08,0.00
15,rust,rpi5,on,rx,60.000,88078,1468.0,696.47,2.11,695.82,699.52,703.04,693.09,906.74,0.00
16,rust,rpi5,on,rx,60.000,87167,1452.8,704.46,96.66,695.84,719.65,759.65,692.13,12103.42,0.00
17,rust,rpi5,on,rx,60.000,86333,1438.9,711.03,30.36,711.24,738.74,762.06,691.72,4127.18,0.00
18,rust,rpi5,on,rx,60.000,87878,1464.6,699.01,7.44,696.45,713.28,721.84,693.39,1127.87,0.00
19,rust,rpi5,on,rx,60.000,88078,1468.0,697.36,7.00,696.11,702.96,708.06,692.84,1209.47,0.00
20,rust,rpi5,on,rx,60.000,88073,1467.9,696.27,3.48,695.41,700.37,704.20,693.00,1199.78,0.00
21,rust,rpi5,on,rx,60.000,88063,1467.7,697.63,3.37,696.85,702.35,706.89,693.61,1205.15,0.00
22,rust,rpi5,on,rx,60.001,88078,1468.0,696.00,2.15,695.28,699.48,703.47,693.30,839.28,0.00
23,rust,rpi5,on,rx,60.001,88078,1468.0,697.51,8.75,696.50,702.19,705.82,693.74,1221.37,0.00
24,rust,rpi5,on,rx,60.000,88072,1467.9,697.48,2.70,696.72,702.13,706.08,693.74,796.00,0.00
25,rust,rpi5,on,rx,60.000,88066,1467.8,696.98,8.32,696.06,700.59,704.67,693.24,1404.37,0.00
26,rust,rpi5,on,rx,60.000,88075,1467.9,695.98,2.17,695.26,699.39,703.43,693.32,783.50,0.00
27,rust,rpi5,on,rx,60.000,88073,1467.9,697.51,2.67,696.83,702.19,706.41,693.70,790.48,0.00
28,rust,rpi5,on,rx,60.000,88068,1467.8,697.57,2.64,696.91,702.22,706.32,693.78,758.20,0.00
29,rust,rpi5,on,rx,60.000,88070,1467.8,697.41,3.17,696.59,702.02,705.78,693.91,1156.08,0.00
30,rust,rpi5,on,rx,60.000,88070,1467.8,695.86,2.10,695.13,699.35,703.22,692.96,764.04,0.00
1,rust,rpi5,on,security-verify,60.000,87438,1457.3,685.63,1.49,685.22,687.46,688.41,684.52,800.89,685.63
2,rust,rpi5,on,security-verify,60.001,87439,1457.3,685.63,1.35,685.24,687.46,688.26,684.54,744.35,685.63
3,rust,rpi5,on,security-verify,60.000,87465,1457.7,685.42,1.36,685.02,687.24,688.02,684.32,749.61,685.42
4,rust,rpi5,on,security-verify,60.000,87419,1457.0,685.78,1.34,685.39,687.63,688.50,684.74,749.06,685.78
5,rust,rpi5,on,security-verify,60.000,87460,1457.7,685.46,1.36,685.08,687.30,688.08,684.32,745.84,685.46
6,rust,rpi5,on,security-verify,60.000,87407,1456.8,685.88,1.36,685.48,687.72,688.52,684.78,744.98,685.88
7,rust,rpi5,on,security-verify,60.000,87537,1458.9,684.85,1.32,684.46,686.67,687.46,683.74,744.39,684.85
8,rust,rpi5,on,security-verify,60.001,87512,1458.5,685.06,1.40,684.65,686.89,687.74,683.91,745.91,685.06
9,rust,rpi5,on,security-verify,60.000,87453,1457.5,685.52,1.34,685.11,687.37,688.17,684.43,747.08,685.52
10,rust,rpi5,on,security-verify,60.000,87521,1458.7,684.98,1.36,684.58,686.82,687.67,683.82,751.69,684.98
11,rust,rpi5,on,security-verify,60.000,87445,1457.4,685.58,1.33,685.19,687.41,688.22,684.45,749.72,685.58
12,rust,rpi5,on,security-verify,60.001,87461,1457.7,685.46,1.38,685.06,687.30,688.11,684.30,781.59,685.46
13,rust,rpi5,on,security-verify,60.000,87445,1457.4,685.58,1.34,685.19,687.41,688.19,684.52,744.19,685.58
14,rust,rpi5,on,security-verify,60.001,87543,1459.0,684.81,1.35,684.43,686.65,687.41,683.74,745.57,684.81
15,rust,rpi5,on,security-verify,60.000,87510,1458.5,685.07,1.30,684.69,686.91,687.63,683.96,744.15,685.07
16,rust,rpi5,on,security-verify,60.000,87467,1457.8,685.41,1.55,685.00,687.22,688.09,684.22,848.84,685.41
17,rust,rpi5,on,security-verify,60.001,87192,1453.2,687.57,1.34,687.19,689.39,690.11,686.47,741.65,687.57
18,rust,rpi5,on,security-verify,60.000,87400,1456.7,685.93,1.53,685.52,687.80,688.78,684.70,808.78,685.93
19,rust,rpi5,on,security-verify,60.000,87548,1459.1,684.77,1.32,684.39,686.59,687.35,683.67,745.96,684.77
20,rust,rpi5,on,security-verify,60.001,87453,1457.5,685.52,1.43,685.11,687.33,688.21,684.34,748.22,685.52
21,rust,rpi5,on,security-verify,60.000,87487,1458.1,685.25,1.33,684.85,687.09,687.80,684.19,743.32,685.25
22,rust,rpi5,on,security-verify,60.000,87496,1458.3,685.18,1.36,684.78,687.02,687.76,684.04,746.34,685.18
23,rust,rpi5,on,security-verify,60.000,87505,1458.4,685.10,2.35,684.69,686.91,687.89,683.96,1185.65,685.10
24,rust,rpi5,on,security-verify,60.000,87410,1456.8,685.85,1.32,685.46,687.69,688.48,684.67,747.19,685.85
25,rust,rpi5,on,security-verify,60.001,87472,1457.9,685.37,1.34,684.98,687.20,688.02,684.28,744.78,685.37
26,rust,rpi5,on,security-verify,60.000,87537,1458.9,684.86,1.34,684.46,686.69,687.50,683.72,745.06,684.86
27,rust,rpi5,on,security-verify,60.001,87500,1458.3,685.15,1.52,684.74,686.98,687.95,684.06,805.65,685.15
28,rust,rpi5,on,security-verify,60.000,87438,1457.3,685.63,1.34,685.24,687.46,688.22,684.54,747.04,685.63
29,rust,rpi5,on,security-verify,60.001,87465,1457.7,685.42,1.50,685.02,687.26,688.15,684.32,809.46,685.42
30,rust,rpi5,on,security-verify,60.000,87468,1457.8,685.40,1.44,685.00,687.22,688.09,684.24,751.74,685.40
